法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行
政令,平成十一年政令第百三号,職業能力開発短期大学校に関する経過措置に関する政令,しょくぎょうのうりょくかいはつたんきだいがくこうにかんするけいかそちにかんするせいれい,,平成十一年三月三十一日,,,平成十一年三月三十一日,平成十一年四月一日,,411CO0000000103,https://laws.e-gov.go.jp/law/411CO0000000103/19990401_000000000000000,
政令,平成十一年政令第百五号,中小企業退職金共済法の一部を改正する法律の施行に伴う経過措置に関する政令,ちゅうしょうきぎょうたいしょくきんきょうさいほうのいちぶをかいせいするほうりつのしこうにともなうけいかそちにかんするせいれい,,平成十一年三月三十一日,,,平成十一年三月三十一日,平成十一年四月一日,,411CO0000000105,https://laws.e-gov.go.jp/law/411CO0000000105/19990401_000000000000000,
府省令,平成十一年労働省令第四十七号,中小企業基本法等の一部を改正する法律附則第十条第一項の退職金共済事業を行う団体等を定める省令,ちゅうしょうきぎょうきほんほうとうのいちぶをかいせいするほうりつふそくだいじゅうじょうだいいっこうのたいしょくきんきょうさいじぎょうをおこなうだんたいとうをさだめるしょうれい,,平成十一年十二月三日,,,平成十一年十二月三日,平成十一年十二月三日,,411M50002000047,https://laws.e-gov.go.jp/law/411M50002000047/19991203_000000000000000,
府省令,平成十一年労働省令第五十号,労働基準法の一部を改正する法律附則第六条第三項の職業及び日を定める省令,ろうどうきじゅんほうのいちぶをかいせいするほうりつふそくだいろくじょうだいさんこうのしょくぎょうおよびひをさだめるしょうれい,,平成十一年十二月二十七日,,平成十二年労働省令第四十一号,平成十二年十月三十一日,平成十三年一月六日,,411M50002000050,https://laws.e-gov.go.jp/law/411M50002000050/20010106_412M50002000041,
法律,平成十二年法律第百三号,会社分割に伴う労働契約の承継等に関する法律,かいしゃぶんかつにともなうろうどうけいやくのしょうけいとうにかんするほうりつ,,平成十二年五月三十一日,,平成二十六年法律第九十一号,平成二十六年六月二十七日,平成二十七年五月一日,,412AC0000000103,https://laws.e-gov.go.jp/law/412AC0000000103/20150501_426AC0000000091,
府省令,平成十二年労働省令第四十八号,会社分割に伴う労働契約の承継等に関する法律施行規則,かいしゃぶんかつにともなうろうどうけいやくのしょうけいとうにかんするほうりつしこうきそく,,平成十二年十二月二十七日,会社分割に伴う労働契約の承継等に関する法律施行規則の一部を改正する省令,令和三年厚生労働省令第五十号,令和三年三月十九日,令和三年四月一日,,412M50002000048,https://laws.e-gov.go.jp/law/412M50002000048/20210401_503M60000100050,
法律,平成十三年法律第百十二号,個別労働関係紛争の解決の促進に関する法律,こべつろうどうふんそうのかいけつのそくしんにかんするほうりつ,,平成十三年七月十一日,刑法等の一部を改正する法律の施行に伴う関係法律の整理等に関する法律,令和四年法律第六十八号,令和四年六月十七日,令和七年六月一日,,413AC0000000112,https://laws.e-gov.go.jp/law/413AC0000000112/20250601_504AC0000000068,
政令,平成十三年政令第三百十八号,家内労働法第四条第二項及び第八条第一項の審議会を定める政令,かないろうどうほうだいよんじょうだいにこうおよびだいはちじょうだいいっこうのしんぎかいをさだめるせいれい,,平成十三年九月二十七日,,,平成十三年九月二十七日,平成十三年十月一日,,413CO0000000318,https://laws.e-gov.go.jp/law/413CO0000000318/20011001_000000000000000,
政令,平成十三年政令第三百十九号,地域雇用開発促進法第五条第六項及び第六条第六項の審議会を定める政令,ちいきこようかいはつそくしんほうだいごじょうだいろっこうおよびだいろくじょうだいろっこうのしんぎかいをさだめるせいれい,,平成十三年九月二十七日,,平成二十三年政令第二百八十号,平成二十三年八月三十日,平成二十三年八月三十日,,413CO0000000319,https://laws.e-gov.go.jp/law/413CO0000000319/20110830_423CO0000000280,
府省令,平成十三年厚生労働省令第六十七号,労働安全衛生法第七十五条の二第一項に規定する指定試験機関の指定に関する省令,ろうどうあんぜんえいせいほうだいななじゅうごじょうのにだいいっこうにきていするしていしけんきかんのしていにかんするしょうれい,,平成十三年三月二十九日,,平成二十五年厚生労働省令第七十九号,平成二十五年六月十二日,平成二十五年六月十二日,,413M60000100067,https://laws.e-gov.go.jp/law/413M60000100067/20130612_425M60000100079,
府省令,平成十三年厚生労働省令第六十八号,労働安全衛生法第八十三条の二に規定する指定コンサルタント試験機関の指定に関する省令,ろうどうあんぜんえいせいほうだいはちじゅうさんじょうのににきていするしていこんさるたんとしけんきかんのしていにかんするしょうれい,,平成十三年三月二十九日,,平成二十五年厚生労働省令第七十九号,平成二十五年六月十二日,平成二十五年六月十二日,,413M60000100068,https://laws.e-gov.go.jp/law/413M60000100068/20130612_425M60000100079,
府省令,平成十三年厚生労働省令第六十九号,労働安全衛生法第八十五条の二第一項に規定する指定登録機関の指定に関する省令,ろうどうあんぜんえいせいほうだいはちじゅうごじょうのにだいいっこうにきていするしていとうろくきかんのしていにかんするしょうれい,,平成十三年三月二十九日,,平成二十五年厚生労働省令第七十九号,平成二十五年六月十二日,平成二十五年六月十二日,,413M60000100069,https://laws.e-gov.go.jp/law/413M60000100069/20130612_425M60000100079,
府省令,平成十三年厚生労働省令第七十号,作業環境測定法第二十条第二項に規定する指定試験機関の指定に関する省令,さぎょうかんきょうそくていほうだいにじゅうじょうだいにこうにきていするしていしけんきかんのしていにかんするしょうれい,,平成十三年三月二十九日,,平成二十五年厚生労働省令第七十九号,平成二十五年六月十二日,平成二十五年六月十二日,,413M60000100070,https://laws.e-gov.go.jp/law/413M60000100070/20130612_425M60000100079,
